ImageId,"LINESTRING(536 806 , 550 818)"
ImageId,"LINESTRING(536 806 , 474 756)"
ImageId,"LINESTRING(550 818 , 536 806)"
ImageId,"LINESTRING(550 818 , 578 841)"
ImageId,"LINESTRING(443 316 , 489 316)"
ImageId,"LINESTRING(489 316 , 443 316)"
ImageId,"LINESTRING(1193 552 , 1193 552)"
ImageId,"LINESTRING(1069 563 , 1187 563)"
ImageId,"LINESTRING(1187 563 , 1069 563)"
ImageId,"LINESTRING(973 883 , 994 862)"
ImageId,"LINESTRING(973 883 , 958 898)"
ImageId,"LINESTRING(994 862 , 973 883)"
ImageId,"LINESTRING(1176 686 , 1190 686)"
ImageId,"LINESTRING(1190 686 , 1176 686)"
ImageId,"LINESTRING(762 564 , 962 564)"
ImageId,"LINESTRING(962 564 , 762 564)"
ImageId,"LINESTRING(675 302 , 731 302)"
ImageId,"LINESTRING(675 302 , 657 302)"
ImageId,"LINESTRING(731 302 , 675 302)"
ImageId,"LINESTRING(434 365 , 476 365)"
ImageId,"LINESTRING(476 365 , 434 365)"
ImageId,"LINESTRING(476 365 , 532 364)"
ImageId,"LINESTRING(245 384 , 245 384)"
ImageId,"LINESTRING(137 342 , 148 346)"
ImageId,"LINESTRING(148 346 , 137 342)"
ImageId,"LINESTRING(1202 658 , 1202 686)"
ImageId,"LINESTRING(1202 686 , 1202 658)"
ImageId,"LINESTRING(899 617 , 948 617)"
ImageId,"LINESTRING(948 617 , 899 617)"
ImageId,"LINESTRING(948 617 , 965 616)"
ImageId,"LINESTRING(739 1043 , 903 879)"
ImageId,"LINESTRING(903 879 , 739 1043)"
ImageId,"LINESTRING(536 427 , 568 427)"
ImageId,"LINESTRING(568 427 , 536 427)"
ImageId,"LINESTRING(872 421 , 903 421)"
ImageId,"LINESTRING(903 421 , 872 421)"
ImageId,"LINESTRING(903 421 , 985 423)"
ImageId,"LINESTRING(923 433 , 979 433)"
ImageId,"LINESTRING(979 433 , 923 433)"
ImageId,"LINESTRING(538 374 , 588 374)"
ImageId,"LINESTRING(588 374 , 538 374)"
ImageId,"LINESTRING(353 306 , 406 306)"
ImageId,"LINESTRING(406 306 , 353 306)"
ImageId,"LINESTRING(41 293 , 52 297)"
ImageId,"LINESTRING(52 297 , 41 293)"
ImageId,"LINESTRING(52 297 , 65 302)"
ImageId,"LINESTRING(264 836 , 330 892)"
ImageId,"LINESTRING(330 892 , 264 836)"
ImageId,"LINESTRING(584 314 , 640 314)"
ImageId,"LINESTRING(640 314 , 584 314)"
ImageId,"LINESTRING(789 1061 , 789 1061)"
ImageId,"LINESTRING(1088 688 , 1131 688)"
ImageId,"LINESTRING(1131 688 , 1088 688)"
ImageId,"LINESTRING(673 495 , 850 495)"
ImageId,"LINESTRING(673 495 , 571 496)"
ImageId,"LINESTRING(850 495 , 673 495)"
ImageId,"LINESTRING(850 495 , 987 494)"
ImageId,"LINESTRING(288 870 , 360 931)"
ImageId,"LINESTRING(288 870 , 264 850)"
ImageId,"LINESTRING(360 931 , 288 870)"
ImageId,"LINESTRING(358 662 , 395 692)"
ImageId,"LINESTRING(395 692 , 358 662)"
ImageId,"LINESTRING(339 1088 , 355 1072)"
ImageId,"LINESTRING(355 1072 , 339 1088)"
ImageId,"LINESTRING(513 774 , 513 774)"
ImageId,"LINESTRING(787 484 , 850 484)"
ImageId,"LINESTRING(850 484 , 787 484)"
ImageId,"LINESTRING(850 484 , 987 483)"
ImageId,"LINESTRING(915 925 , 915 925)"
ImageId,"LINESTRING(730 965 , 730 965)"
ImageId,"LINESTRING(437 979 , 534 885)"
ImageId,"LINESTRING(437 979 , 374 927)"
ImageId,"LINESTRING(534 885 , 437 979)"
ImageId,"LINESTRING(864 690 , 997 690)"
ImageId,"LINESTRING(997 690 , 864 690)"
ImageId,"LINESTRING(844 1008 , 862 990)"
ImageId,"LINESTRING(862 990 , 844 1008)"
ImageId,"LINESTRING(146 333 , 171 343)"
ImageId,"LINESTRING(171 343 , 146 333)"
ImageId,"LINESTRING(133 500 , 208 549)"
ImageId,"LINESTRING(208 549 , 133 500)"
ImageId,"LINESTRING(536 438 , 554 438)"
ImageId,"LINESTRING(554 438 , 536 438)"
ImageId,"LINESTRING(1001 423 , 1057 423)"
ImageId,"LINESTRING(1001 423 , 985 423)"
ImageId,"LINESTRING(1057 423 , 1001 423)"
ImageId,"LINESTRING(75 318 , 86 322)"
ImageId,"LINESTRING(86 322 , 75 318)"
ImageId,"LINESTRING(914 869 , 949 834)"
ImageId,"LINESTRING(949 834 , 914 869)"
ImageId,"LINESTRING(220 570 , 307 629)"
ImageId,"LINESTRING(307 629 , 220 570)"
ImageId,"LINESTRING(1012 434 , 1065 434)"
ImageId,"LINESTRING(1065 434 , 1012 434)"
ImageId,"LINESTRING(1201 611 , 1201 639)"
ImageId,"LINESTRING(1201 639 , 1201 611)"
ImageId,"LINESTRING(987 483 , 987 483)"
ImageId,"LINESTRING(987 483 , 1124 482)"
ImageId,"LINESTRING(987 494 , 987 494)"
ImageId,"LINESTRING(987 494 , 1124 493)"
ImageId,"LINESTRING(864 679 , 997 679)"
ImageId,"LINESTRING(997 679 , 864 679)"
ImageId,"LINESTRING(532 364 , 532 364)"
ImageId,"LINESTRING(522 469 , 558 495)"
ImageId,"LINESTRING(522 469 , 454 419)"
ImageId,"LINESTRING(558 495 , 522 469)"
ImageId,"LINESTRING(1124 482 , 1124 482)"
ImageId,"LINESTRING(75 476 , 184 547)"
ImageId,"LINESTRING(184 547 , 75 476)"
ImageId,"LINESTRING(106 330 , 117 334)"
ImageId,"LINESTRING(117 334 , 106 330)"
ImageId,"LINESTRING(670 1176 , 685 1161)"
ImageId,"LINESTRING(685 1161 , 670 1176)"
ImageId,"LINESTRING(254 1170 , 333 1093)"
ImageId,"LINESTRING(333 1093 , 254 1170)"
ImageId,"LINESTRING(574 303 , 610 303)"
ImageId,"LINESTRING(610 303 , 574 303)"
ImageId,"LINESTRING(740 1094 , 759 1075)"
ImageId,"LINESTRING(759 1075 , 740 1094)"
ImageId,"LINESTRING(1101 819 , 1220 819)"
ImageId,"LINESTRING(1220 819 , 1101 819)"
ImageId,"LINESTRING(1220 819 , 1299 818)"
ImageId,"LINESTRING(551 477 , 562 485)"
ImageId,"LINESTRING(562 485 , 551 477)"
ImageId,"LINESTRING(702 371 , 756 371)"
ImageId,"LINESTRING(756 371 , 702 371)"
ImageId,"LINESTRING(363 652 , 481 748)"
ImageId,"LINESTRING(481 748 , 363 652)"
ImageId,"LINESTRING(985 423 , 985 423)"
ImageId,"LINESTRING(985 423 , 903 421)"
ImageId,"LINESTRING(1124 493 , 1124 493)"
ImageId,"LINESTRING(1192 376 , 1192 394)"
ImageId,"LINESTRING(1192 376 , 1191 365)"
ImageId,"LINESTRING(1192 394 , 1192 376)"
ImageId,"LINESTRING(485 429 , 501 429)"
ImageId,"LINESTRING(485 429 , 453 405)"
ImageId,"LINESTRING(501 429 , 485 429)"
ImageId,"LINESTRING(746 633 , 797 680)"
ImageId,"LINESTRING(746 633 , 766 630)"
ImageId,"LINESTRING(797 680 , 746 633)"
ImageId,"LINESTRING(1153 868 , 1184 868)"
ImageId,"LINESTRING(1184 868 , 1153 868)"
ImageId,"LINESTRING(1184 868 , 1299 867)"
ImageId,"LINESTRING(1070 626 , 1107 626)"
ImageId,"LINESTRING(1107 626 , 1070 626)"
ImageId,"LINESTRING(260 297 , 271 302)"
ImageId,"LINESTRING(271 302 , 260 297)"
ImageId,"LINESTRING(856 997 , 949 907)"
ImageId,"LINESTRING(949 907 , 856 997)"
ImageId,"LINESTRING(1201 251 , 1222 251)"
ImageId,"LINESTRING(1222 251 , 1201 251)"
ImageId,"LINESTRING(1129 627 , 1189 627)"
ImageId,"LINESTRING(1189 627 , 1129 627)"
ImageId,"LINESTRING(1189 627 , 1190 650)"
ImageId,"LINESTRING(264 850 , 264 850)"
ImageId,"LINESTRING(814 807 , 889 868)"
ImageId,"LINESTRING(889 868 , 814 807)"
ImageId,"LINESTRING(766 630 , 812 630)"
ImageId,"LINESTRING(766 630 , 746 633)"
ImageId,"LINESTRING(812 630 , 766 630)"
ImageId,"LINESTRING(684 689 , 684 689)"
ImageId,"LINESTRING(684 689 , 649 660)"
ImageId,"LINESTRING(822 432 , 865 432)"
ImageId,"LINESTRING(865 432 , 822 432)"
ImageId,"LINESTRING(180 347 , 195 352)"
ImageId,"LINESTRING(195 352 , 180 347)"
ImageId,"LINESTRING(1190 650 , 1190 650)"
ImageId,"LINESTRING(502 441 , 539 468)"
ImageId,"LINESTRING(539 468 , 502 441)"
ImageId,"LINESTRING(630 976 , 630 976)"
ImageId,"LINESTRING(1299 818 , 1299 818)"
ImageId,"LINESTRING(685 423 , 700 423)"
ImageId,"LINESTRING(700 423 , 685 423)"
ImageId,"LINESTRING(700 423 , 720 422)"
ImageId,"LINESTRING(578 841 , 578 841)"
ImageId,"LINESTRING(374 927 , 374 927)"
ImageId,"LINESTRING(635 435 , 656 435)"
ImageId,"LINESTRING(656 435 , 635 435)"
ImageId,"LINESTRING(176 251 , 775 251)"
ImageId,"LINESTRING(775 251 , 176 251)"
ImageId,"LINESTRING(701 433 , 733 433)"
ImageId,"LINESTRING(733 433 , 701 433)"
ImageId,"LINESTRING(1124 988 , 1141 995)"
ImageId,"LINESTRING(1141 995 , 1124 988)"
ImageId,"LINESTRING(581 952 , 581 952)"
ImageId,"LINESTRING(1185 878 , 1299 878)"
ImageId,"LINESTRING(1299 878 , 1185 878)"
ImageId,"LINESTRING(1066 424 , 1147 424)"
ImageId,"LINESTRING(1147 424 , 1066 424)"
ImageId,"LINESTRING(1299 867 , 1299 867)"
ImageId,"LINESTRING(1050 725 , 1062 725)"
ImageId,"LINESTRING(1062 725 , 1050 725)"
ImageId,"LINESTRING(237 286 , 250 292)"
ImageId,"LINESTRING(250 292 , 237 286)"
ImageId,"LINESTRING(658 1173 , 672 1159)"
ImageId,"LINESTRING(672 1159 , 658 1173)"
ImageId,"LINESTRING(1032 615 , 1057 615)"
ImageId,"LINESTRING(1057 615 , 1032 615)"
ImageId,"LINESTRING(571 496 , 571 496)"
ImageId,"LINESTRING(1100 808 , 1220 808)"
ImageId,"LINESTRING(1220 808 , 1100 808)"
ImageId,"LINESTRING(1220 808 , 1299 807)"
ImageId,"LINESTRING(474 756 , 474 756)"
ImageId,"LINESTRING(454 419 , 454 419)"
ImageId,"LINESTRING(743 312 , 773 312)"
ImageId,"LINESTRING(773 312 , 743 312)"
ImageId,"LINESTRING(1009 739 , 1049 737)"
ImageId,"LINESTRING(1049 737 , 1009 739)"
ImageId,"LINESTRING(1160 734 , 1199 734)"
ImageId,"LINESTRING(1199 734 , 1160 734)"
ImageId,"LINESTRING(544 892 , 544 892)"
ImageId,"LINESTRING(1195 455 , 1195 472)"
ImageId,"LINESTRING(1195 472 , 1195 455)"
ImageId,"LINESTRING(1150 910 , 1188 926)"
ImageId,"LINESTRING(1188 926 , 1150 910)"
ImageId,"LINESTRING(657 302 , 657 302)"
ImageId,"LINESTRING(65 302 , 65 302)"
ImageId,"LINESTRING(251 305 , 266 312)"
ImageId,"LINESTRING(266 312 , 251 305)"
ImageId,"LINESTRING(1214 949 , 1225 954)"
ImageId,"LINESTRING(1225 954 , 1214 949)"
ImageId,"LINESTRING(1299 807 , 1299 807)"
ImageId,"LINESTRING(247 575 , 259 583)"
ImageId,"LINESTRING(259 583 , 247 575)"
ImageId,"LINESTRING(647 361 , 700 361)"
ImageId,"LINESTRING(700 361 , 647 361)"
ImageId,"LINESTRING(661 554 , 687 554)"
ImageId,"LINESTRING(687 554 , 661 554)"
ImageId,"LINESTRING(189 788 , 243 834)"
ImageId,"LINESTRING(243 834 , 189 788)"
ImageId,"LINESTRING(862 976 , 876 962)"
ImageId,"LINESTRING(876 962 , 862 976)"
ImageId,"LINESTRING(140 753 , 181 782)"
ImageId,"LINESTRING(181 782 , 140 753)"
ImageId,"LINESTRING(85 700 , 118 724)"
ImageId,"LINESTRING(118 724 , 85 700)"
ImageId,"LINESTRING(613 485 , 669 485)"
ImageId,"LINESTRING(669 485 , 613 485)"
ImageId,"LINESTRING(720 422 , 720 422)"
ImageId,"LINESTRING(1181 396 , 1181 396)"
ImageId,"LINESTRING(490 304 , 522 304)"
ImageId,"LINESTRING(522 304 , 490 304)"
ImageId,"LINESTRING(453 405 , 453 405)"
ImageId,"LINESTRING(551 886 , 575 862)"
ImageId,"LINESTRING(575 862 , 551 886)"
ImageId,"LINESTRING(1191 365 , 1191 365)"
ImageId,"LINESTRING(477 375 , 527 375)"
ImageId,"LINESTRING(527 375 , 477 375)"
ImageId,"LINESTRING(764 620 , 764 620)"
ImageId,"LINESTRING(299 610 , 317 622)"
ImageId,"LINESTRING(317 622 , 299 610)"
ImageId,"LINESTRING(708 1125 , 728 1105)"
ImageId,"LINESTRING(728 1105 , 708 1125)"
ImageId,"LINESTRING(649 660 , 649 660)"
ImageId,"LINESTRING(1164 723 , 1192 723)"
ImageId,"LINESTRING(1192 723 , 1164 723)"
ImageId,"LINESTRING(957 732 , 967 732)"
ImageId,"LINESTRING(967 732 , 957 732)"
ImageId,"LINESTRING(832 629 , 880 629)"
ImageId,"LINESTRING(880 629 , 832 629)"
ImageId,"LINESTRING(577 426 , 601 426)"
ImageId,"LINESTRING(601 426 , 577 426)"
ImageId,"LINESTRING(401 384 , 433 405)"
ImageId,"LINESTRING(433 405 , 401 384)"
ImageId,"LINESTRING(1058 652 , 1058 678)"
ImageId,"LINESTRING(1058 678 , 1058 652)"
ImageId,"LINESTRING(91 1148 , 141 1158)"
ImageId,"LINESTRING(141 1158 , 91 1148)"
ImageId,"LINESTRING(958 898 , 958 898)"
